"","timestamp","stepresult","id","date","type"
"1",1615740000000,"B","JJFFFCCCDJGFBEAEACC",2021-03-14 23:40:00,"old"
"2",1615740000000,"#NAME?","FJJBAFIIJEDIGEHBFI",2021-03-14 23:40:00,"old"
"3",1615740000000,"#NAME?","JHCHBHFFEAIGEIHAIAB",2021-03-14 23:40:00,NA
"4",1615740000000,"#NAME?","CIADCHADFDIHDCIFIAJ",2021-03-14 23:40:00,"old"
"5",1615740000000,"#NAME?","CIADCHADFDIHDCIFIAJ",2021-03-14 23:40:00,"old"
"6",1615740000000,"#NAME?","CIADCHADFDIHDCIFIAJ",2021-03-14 23:40:00,"old"
"7",1615740000000,"#NAME?","BEFGGIJABJIHDDAAIJJ",2021-03-14 23:40:00,"old"
"8",1615740000000,"#NAME?","BEFGGIJABJIHDDAAIJJ",2021-03-14 23:40:00,"old"
"9",1615740000000,"#NAME?","BEEHBCFAHHIIAIACHA",2021-03-14 23:40:00,"old"
"10",1615740000000,"#NAME?","BEEHBCFAHHIIAIACHA",2021-03-14 23:40:00,"old"
"11",1615740000000,"#NAME?","BGBDFIDAIEACDFBGEHF",2021-03-14 23:40:00,NA
"12",1615740000000,"#NAME?","BGBDFIDAIEACDFBGEHF",2021-03-14 23:40:00,NA
"13",1615740000000,"#NAME?","HHHAAIDHDEDFHCDGDID",2021-03-14 23:40:00,"old"
"14",1615740000000,"B","HHHAAIDHDEDFHCDGDID",2021-03-14 23:40:00,"old"
"15",1615740000000,"#NAME?","CDHIHEDAJBIHGFAJEAJ",2021-03-14 23:40:00,"old"
"16",1615740000000,"#NAME?","CFACJGCCDEFBEFGCHJ",2021-03-14 23:40:00,"old"
"17",1615740000000,"#NAME?","BGFGGJHGADGGHIGHIDA",2021-03-14 23:40:00,"old"
"18",1615740000000,"#NAME?","DJBIABEFDBCCHIGEEII",2021-03-14 23:40:00,"old"
"19",1615740000000,"#NAME?","DJBIABEFDBCCHIGEEII",2021-03-14 23:40:00,"old"
"20",1615740000000,"#NAME?","HAJBHIGIFDFAIBDBICG",2021-03-14 23:40:00,NA
"21",1615740000000,"#NAME?","DEHDEAGDJEEIBCGCJJF",2021-03-14 23:40:00,"old"
"22",1615740000000,"#NAME?","CAAFDECGDFEEAEIBHEB",2021-03-14 23:40:00,"old"
"23",1615740000000,"B","BAIEHDJJBHAHJBBEFAI",2021-03-14 23:40:00,NA
"24",1615740000000,"#NAME?","BAJHEGGFBHEJCJJEIFG",2021-03-14 23:40:00,NA
"25",1615740000000,"#NAME?","BAJHEGGFBHEJCJJEIFG",2021-03-14 23:40:00,NA
"26",1615740000000,"#NAME?","BAJHEGGFBHEJCJJEIFG",2021-03-14 23:40:00,NA
"27",1615740000000,"#NAME?","BAJHEGGFBHEJCJJEIFG",2021-03-14 23:40:00,NA
"28",1615740000000,"#NAME?","JIEGDJHEGCFAEAFAIAI",2021-03-14 23:40:00,"old"
"29",1615740000000,"#NAME?","JIEGDJHEGCFAEAFAIAI",2021-03-14 23:40:00,"old"
"30",1615740000000,"#NAME?","JIEGDJHEGCFAEAFAIAI",2021-03-14 23:40:00,"old"
"31",1615740000000,"#NAME?","FIADBDAHCHFAGIJIHAH",2021-03-14 23:40:00,"old"
"32",1615740000000,"#NAME?","FIADBDAHCHFAGIJIHAH",2021-03-14 23:40:00,"old"
"33",1615740000000,"#NAME?","DGABDHABAGACIGDGDDH",2021-03-14 23:40:00,"old"
"34",1615740000000,"#NAME?","BJCABIDBJEAHDGBIJDA",2021-03-14 23:40:00,"old"
"35",1615740000000,"#NAME?","JABFDEAAFCCHCDAJCF",2021-03-14 23:40:00,NA
"36",1615740000000,"#NAME?","JABFDEAAFCCHCDAJCF",2021-03-14 23:40:00,NA
"37",1615740000000,"#NAME?","BIGDCJFGECDGBIJHBIJ",2021-03-14 23:40:00,"old"
"38",1615740000000,"#NAME?","BIGDCJFGECDGBIJHBIJ",2021-03-14 23:40:00,"old"
"39",1615740000000,"#NAME?","BIGDCJFGECDGBIJHBIJ",2021-03-14 23:40:00,"old"
"40",1615740000000,"#NAME?","IAIIBHHEDEHFHGHHEJB",2021-03-14 23:40:00,"old"
"41",1615740000000,"#NAME?","IAIIBHHEDEHFHGHHEJB",2021-03-14 23:40:00,"old"
