"","timestamp","stepresult","id","date","type"
"1",1.61581e+12,"#NAME?","BIIAJCGCFGECCBJFBAH","3/15/2021 12:06:40","new"
"2",1.61586e+12,"B","HAAICIFCAIAAGBIJEGE","3/16/2021 2:00:00",NA
"3",1.61578e+12,"#NAME?","DDAAAHEEDIIFCJCGDHF","3/15/2021 3:46:40",NA
"4",1.61578e+12,"#NAME?","DDAAAHEEDIIFCJCGDHF","3/15/2021 3:46:40",NA
"5",1.61578e+12,"#NAME?","DDAAAHEEDIIFCJCGDHF","3/15/2021 3:46:40",NA
"6",1.61589e+12,"#NAME?","ICJFGGHAAIDFADFBBJB","3/16/2021 10:20:00",NA
"7",1.61589e+12,"#NAME?","ICJFGGHAAIDFADFBBJB","3/16/2021 10:20:00",NA
"8",1.6159e+12,"#NAME?","GCFFJDHEECHIBIDJIIJ","3/16/2021 13:06:40","old"
"9",1.61581e+12,"#NAME?","BBBJAIJJBDGEIJHGGAF","3/15/2021 12:06:40","old"
"10",1.61581e+12,"#NAME?","BBBJAIJJBDGEIJHGGAF","3/15/2021 12:06:40","old"
"11",1.61581e+12,"#NAME?","BBBJAIJJBDGEIJHGGAF","3/15/2021 12:06:40","old"
"12",1.61581e+12,"#NAME?","BBBJAIJJBDGEIJHGGAF","3/15/2021 12:06:40","old"
"13",1.61581e+12,"#NAME?","BBBJAIJJBDGEIJHGGAF","3/15/2021 12:06:40","old"
"14",1.6158e+12,"#NAME?","FJEEIJBBACCFCHGJBIJ","3/15/2021 9:20:00",NA
"15",1.6158e+12,"#NAME?","FCBIEAGCDCCBBDDAFEI","3/15/2021 9:20:00",NA
"16",1.61589e+12,"#NAME?","CJBGECEFGDEIAJIGIJE","3/16/2021 10:20:00","old"
"17",1.61589e+12,"B","CJBGECEFGDEIAJIGIJE","3/16/2021 10:20:00","old"
"18",1.61589e+12,"#NAME?","CJBGECEFGDEIAJIGIJE","3/16/2021 10:20:00","old"
"19",1.61589e+12,"B","CJBGECEFGDEIAJIGIJE","3/16/2021 10:20:00","old"
"20",1.6158e+12,"#NAME?","HGFEBEFGHIIHDEGFDBD","3/15/2021 9:20:00",NA
"21",1.61581e+12,"#NAME?","HGFEBEFGHIIHDEGFDBD","3/15/2021 12:06:40",NA
"22",1.61581e+12,"B","HGFEBEFGHIIHDEGFDBD","3/15/2021 12:06:40",NA
"23",1.6158e+12,"#NAME?","BFADCHEIHCIHAFICGE","3/15/2021 9:20:00","old"
"24",1.61586e+12,"#NAME?","CFHHECIHDDIEFBGEGHH","3/16/2021 2:00:00","old"
"25",1.61579e+12,"#NAME?","DIBCEACJHGHDGCJFBFD","3/15/2021 6:33:20","old"
"26",1.61581e+12,"#NAME?","JCJHGJFGBGIJCGBEIDD","3/15/2021 12:06:40","old"
"27",1.61589e+12,"#NAME?","BFIJDADAFJBHJFFIEAD","3/16/2021 10:20:00",NA
"28",1.61578e+12,"#NAME?","GHEDEBBJAFFGBFDHHEF","3/15/2021 3:46:40","old"
"29",1.61578e+12,"#NAME?","GHEDEBBJAFFGBFDHHEF","3/15/2021 3:46:40","old"
"30",1.61576e+12,"#NAME?","FJCEJJCBEHDDBIGBHHI","3/14/2021 22:13:20","old"
"31",1.61578e+12,"#NAME?","JJCAFGFIJIEIFGFEED","3/15/2021 3:46:40",NA
"32",1.61587e+12,"#NAME?","FGCFDFIAIJCHHIHDHFJ","3/16/2021 4:46:40",NA
"33",1.61587e+12,"#NAME?","HBDDGHGJDHAECECBABC","3/16/2021 4:46:40","old"
"34",1.61577e+12,"#NAME?","DFEFAFIHBEABABDHHHF","3/15/2021 1:00:00","old"
"35",1.61578e+12,"#NAME?","DFEFAFIHBEABABDHHHF","3/15/2021 3:46:40","old"
"36",1.61583e+12,"B","IJBAIIGEHGDHDCHGJAC","3/15/2021 17:40:00",NA
"37",1.61588e+12,"#NAME?","JHAHJGIGAFBDDEHDACD","3/16/2021 7:33:20","new"
"38",1.61588e+12,"#NAME?","JHAHJGIGAFBDDEHDACD","3/16/2021 7:33:20","new"
"39",1.61588e+12,"B","JHAHJGIGAFBDDEHDACD","3/16/2021 7:33:20","new"
"40",1.61588e+12,"#NAME?","IAGDBFJHHABBGHEDFF","3/16/2021 7:33:20",NA
"41",1.61588e+12,"#NAME?","IAGDBFJHHABBGHEDFF","3/16/2021 7:33:20",NA
"42",1.6158e+12,"#NAME?","FIBAJJEIAHGHGABFAIB","3/15/2021 9:20:00","old"
"43",1.6158e+12,"#NAME?","FIBAJJEIAHGHGABFAIB","3/15/2021 9:20:00","old"
"44",1.6158e+12,"#NAME?","FIBAJJEIAHGHGABFAIB","3/15/2021 9:20:00","old"
"45",1.61588e+12,"#NAME?","DBBJEEBHDICADJEHAHD","3/16/2021 7:33:20","old"
"46",1.61588e+12,"#NAME?","DBBJEEBHDICADJEHAHD","3/16/2021 7:33:20","old"
"47",1.61584e+12,"#NAME?","IBDBCJICJECEDDCEFGJ","3/15/2021 20:26:40","old"
"48",1.61585e+12,"#NAME?","IBDBCJICJECEDDCEFGJ","3/15/2021 23:13:20","old"
"49",1.61585e+12,"#NAME?","IBDBCJICJECEDDCEFGJ","3/15/2021 23:13:20","old"
"50",1.61586e+12,"#NAME?","IJBFBBBGFBHBHFGGDDE","3/16/2021 2:00:00","old"
"51",1.61586e+12,"B","IJBFBBBGFBHBHFGGDDE","3/16/2021 2:00:00","old"
"52",1.61588e+12,"#NAME?","BHHGHAJCEDAAECJFBFF","3/16/2021 7:33:20","old"
"53",1.61575e+12,"B","IHJFFJDBDCJBIHFHGFD","3/14/2021 19:26:40",NA
"54",1.61574e+12,"B","JJFFFCCCDJGFBEAEACC","3/14/2021 16:40:00","old"
"55",1.61586e+12,"#NAME?","HCAIBCGECCBGGFAEDHE","3/16/2021 2:00:00","old"
"56",1.61586e+12,"#NAME?","HCAIBCGECCBGGFAEDHE","3/16/2021 2:00:00","old"
"57",1.61577e+12,"#NAME?","DAJBFCABGDHAGGGCABJ","3/15/2021 1:00:00",NA
"58",1.61579e+12,"#NAME?","BDDGAFBEBCJBAJEBIJB","3/15/2021 6:33:20","old"
"59",1.61579e+12,"#NAME?","BDDGAFBEBCJBAJEBIJB","3/15/2021 6:33:20","old"
"60",1.61579e+12,"#NAME?","BDDGAFBEBCJBAJEBIJB","3/15/2021 6:33:20","old"
"61",1.61579e+12,"#NAME?","BDDGAFBEBCJBAJEBIJB","3/15/2021 6:33:20","old"
"62",1.61586e+12,"#NAME?","HEJDAJEDACBJGCCEIHC","3/16/2021 2:00:00","old"
"63",1.61586e+12,"#NAME?","HEJDAJEDACBJGCCEIHC","3/16/2021 2:00:00","old"
"64",1.61578e+12,"#NAME?","IEBCJGGHCAJGFBACICA","3/15/2021 3:46:40","old"
"65",1.61586e+12,"#NAME?","IFICEEAAAGBABDFAJIH","3/16/2021 2:00:00","old"
"66",1.61586e+12,"#NAME?","IFICEEAAAGBABDFAJIH","3/16/2021 2:00:00","old"
"67",1.61586e+12,"#NAME?","IFICEEAAAGBABDFAJIH","3/16/2021 2:00:00","old"
"68",1.61587e+12,"B","BEEDAACIFDHBGDJFAFE","3/16/2021 4:46:40","old"
"69",1.61587e+12,"#NAME?","IIJEFIIIIHIHDECCFE","3/16/2021 4:46:40",NA
"70",1.61579e+12,"#NAME?","HGCFFJFABJGAGBCBDGI","3/15/2021 6:33:20","old"
"71",1.6159e+12,"#NAME?","ECCAFJEBEBGJIHHAJEJ","3/16/2021 13:06:40","old"
"72",1.61579e+12,"#NAME?","BCAFDAADFJIDEBAIAIB","3/15/2021 6:33:20","old"
"73",1.61579e+12,"#NAME?","BCAFDAADFJIDEBAIAIB","3/15/2021 6:33:20","old"
"74",1.61589e+12,"#NAME?","GFGFJEEGEEFIJBCABFA","3/16/2021 10:20:00","old"
"75",1.61588e+12,"#NAME?","CGHEHJGFCAEHFJGJID","3/16/2021 7:33:20",NA
"76",1.61588e+12,"#NAME?","CGHEHJGFCAEHFJGJID","3/16/2021 7:33:20",NA
"77",1.61578e+12,"#NAME?","CGBGEDCBCEADDEJGGFA","3/15/2021 3:46:40",NA
"78",1.61577e+12,"#NAME?","HGBAFABJHGBIBABIFIC","3/15/2021 1:00:00","old"
"79",1.61578e+12,"#NAME?","IHEFAEGHIDFBDBCGHCF","3/15/2021 3:46:40","old"
"80",1.61578e+12,"B","IHEFAEGHIDFBDBCGHCF","3/15/2021 3:46:40","old"
"81",1.61578e+12,"#NAME?","DFFBFHFGICIHHGIIFHI","3/15/2021 3:46:40",NA
"82",1.61589e+12,"B","HHGGAAHHBFBIAHDCAJF","3/16/2021 10:20:00",NA
"83",1.61582e+12,"B","JHEFHBFEIEBDBIDGGBJ","3/15/2021 14:53:20",NA
"84",1.61583e+12,"#NAME?","EBIGEAAEECICEHBJEEH","3/15/2021 17:40:00","old"
"85",1.61584e+12,"#NAME?","GCBGGGIADEIJBEJFDE","3/15/2021 20:26:40",NA
"86",1.61584e+12,"#NAME?","GCBGGGIADEIJBEJFDE","3/15/2021 20:26:40",NA
"87",1.61587e+12,"#NAME?","DJGEIBAICGBECIDEHII","3/16/2021 4:46:40","old"
"88",1.61582e+12,"#NAME?","IBCJCBAHIFGDGBDIJIF","3/15/2021 14:53:20","old"
"89",1.61582e+12,"#NAME?","IBCJCBAHIFGDGBDIJIF","3/15/2021 14:53:20","old"
"90",1.61582e+12,"#NAME?","IBCJCBAHIFGDGBDIJIF","3/15/2021 14:53:20","old"
"91",1.61582e+12,"#NAME?","IBCJCBAHIFGDGBDIJIF","3/15/2021 14:53:20","old"
"92",1.61588e+12,"#NAME?","IBCJCBAHIFGDGBDIJIF","3/16/2021 7:33:20","old"
"93",1.61578e+12,"#NAME?","GBFHJEHHBCDACGJCJII","3/15/2021 3:46:40","old"
"94",1.61578e+12,"#NAME?","GBFHJEHHBCDACGJCJII","3/15/2021 3:46:40","old"
"95",1.61578e+12,"#NAME?","GBFHJEHHBCDACGJCJII","3/15/2021 3:46:40","old"
"96",1.61578e+12,"B","GBFHJEHHBCDACGJCJII","3/15/2021 3:46:40","old"
"97",1.61583e+12,"#NAME?","BAHCHAHFBHAHIHHDJBG","3/15/2021 17:40:00","new"
"98",1.61589e+12,"#NAME?","FBJIFFJIFFHHAIDJHJJ","3/16/2021 10:20:00","old"
"99",1.61589e+12,"#NAME?","FBJIFFJIFFHHAIDJHJJ","3/16/2021 10:20:00","old"
"100",1.61579e+12,"#NAME?","CIBEIHHAJBGIBJDABCB","3/15/2021 6:33:20","old"
"101",1.61583e+12,"#NAME?","BGCBJJJDBEFBBDJAJEB","3/15/2021 17:40:00",NA
"102",1.61574e+12,"#NAME?","FJJBAFIIJEDIGEHBFI","3/14/2021 16:40:00","old"
"103",1.61575e+12,"#NAME?","FJJBAFIIJEDIGEHBFI","3/14/2021 19:26:40","old"
"104",1.61576e+12,"#NAME?","FJJBAFIIJEDIGEHBFI","3/14/2021 22:13:20","old"
"105",1.61578e+12,"#NAME?","FJJBAFIIJEDIGEHBFI","3/15/2021 3:46:40","old"
"106",1.61582e+12,"#NAME?","IHEDJAECEIDGGDDDCFB","3/15/2021 14:53:20",NA
"107",1.61582e+12,"#NAME?","IHEDJAECEIDGGDDDCFB","3/15/2021 14:53:20",NA
"108",1.61587e+12,"#NAME?","CBEFGHDFIEDEEHFJADF","3/16/2021 4:46:40",NA
"109",1.61587e+12,"#NAME?","ECBDECJGJADIBIBHJED","3/16/2021 4:46:40","old"
"110",1.61587e+12,"B","ECBDECJGJADIBIBHJED","3/16/2021 4:46:40","old"
"111",1.6158e+12,"#NAME?","CBIFDEEGHDHJHACICFF","3/15/2021 9:20:00",NA
"112",1.61577e+12,"#NAME?","DCCACFDJFGBDIECJACH","3/15/2021 1:00:00","old"
"113",1.61581e+12,"#NAME?","FHBJABHJHHDHAGHBBBB","3/15/2021 12:06:40",NA
"114",1.61586e+12,"#NAME?","HDBHCACBECHEDIGEHGA","3/16/2021 2:00:00","old"
