timestamp,stepresult,id,date
1615810000000,#NAME?,BIIAJCGCFGECCBJFBAH,3/15/2021 12:06:40
1615860000000,B,HAAICIFCAIAAGBIJEGE,3/16/2021 2:00:00
1615780000000,#NAME?,DDAAAHEEDIIFCJCGDHF,3/15/2021 3:46:40
1615780000000,#NAME?,DDAAAHEEDIIFCJCGDHF,3/15/2021 3:46:40
1615780000000,#NAME?,DDAAAHEEDIIFCJCGDHF,3/15/2021 3:46:40
1615890000000,#NAME?,ICJFGGHAAIDFADFBBJB,3/16/2021 10:20:00
1615890000000,#NAME?,ICJFGGHAAIDFADFBBJB,3/16/2021 10:20:00
1615900000000,#NAME?,GCFFJDHEECHIBIDJIIJ,3/16/2021 13:06:40
1615810000000,#NAME?,BBBJAIJJBDGEIJHGGAF,3/15/2021 12:06:40
1615810000000,#NAME?,BBBJAIJJBDGEIJHGGAF,3/15/2021 12:06:40
1615810000000,#NAME?,BBBJAIJJBDGEIJHGGAF,3/15/2021 12:06:40
1615810000000,#NAME?,BBBJAIJJBDGEIJHGGAF,3/15/2021 12:06:40
1615810000000,#NAME?,BBBJAIJJBDGEIJHGGAF,3/15/2021 12:06:40
1615800000000,#NAME?,FJEEIJBBACCFCHGJBIJ,3/15/2021 9:20:00
1615800000000,#NAME?,FCBIEAGCDCCBBDDAFEI,3/15/2021 9:20:00
1615890000000,#NAME?,CJBGECEFGDEIAJIGIJE,3/16/2021 10:20:00
1615890000000,B,CJBGECEFGDEIAJIGIJE,3/16/2021 10:20:00
1615890000000,#NAME?,CJBGECEFGDEIAJIGIJE,3/16/2021 10:20:00
1615890000000,B,CJBGECEFGDEIAJIGIJE,3/16/2021 10:20:00
1615800000000,#NAME?,HGFEBEFGHIIHDEGFDBD,3/15/2021 9:20:00
1615810000000,#NAME?,HGFEBEFGHIIHDEGFDBD,3/15/2021 12:06:40
1615810000000,B,HGFEBEFGHIIHDEGFDBD,3/15/2021 12:06:40
1615800000000,#NAME?,BFADCHEIHCIHAFICGE,3/15/2021 9:20:00
1615860000000,#NAME?,CFHHECIHDDIEFBGEGHH,3/16/2021 2:00:00
1615790000000,#NAME?,DIBCEACJHGHDGCJFBFD,3/15/2021 6:33:20
1615810000000,#NAME?,JCJHGJFGBGIJCGBEIDD,3/15/2021 12:06:40
1615890000000,#NAME?,BFIJDADAFJBHJFFIEAD,3/16/2021 10:20:00
1615780000000,#NAME?,GHEDEBBJAFFGBFDHHEF,3/15/2021 3:46:40
1615780000000,#NAME?,GHEDEBBJAFFGBFDHHEF,3/15/2021 3:46:40
1615760000000,#NAME?,FJCEJJCBEHDDBIGBHHI,3/14/2021 22:13:20
1615780000000,#NAME?,JJCAFGFIJIEIFGFEED,3/15/2021 3:46:40
1615870000000,#NAME?,FGCFDFIAIJCHHIHDHFJ,3/16/2021 4:46:40
1615870000000,#NAME?,HBDDGHGJDHAECECBABC,3/16/2021 4:46:40
1615770000000,#NAME?,DFEFAFIHBEABABDHHHF,3/15/2021 1:00:00
1615780000000,#NAME?,DFEFAFIHBEABABDHHHF,3/15/2021 3:46:40
1615830000000,B,IJBAIIGEHGDHDCHGJAC,3/15/2021 17:40:00
1615880000000,#NAME?,JHAHJGIGAFBDDEHDACD,3/16/2021 7:33:20
1615880000000,#NAME?,JHAHJGIGAFBDDEHDACD,3/16/2021 7:33:20
1615880000000,B,JHAHJGIGAFBDDEHDACD,3/16/2021 7:33:20
1615880000000,#NAME?,IAGDBFJHHABBGHEDFF,3/16/2021 7:33:20
1615880000000,#NAME?,IAGDBFJHHABBGHEDFF,3/16/2021 7:33:20
1615800000000,#NAME?,FIBAJJEIAHGHGABFAIB,3/15/2021 9:20:00
1615800000000,#NAME?,FIBAJJEIAHGHGABFAIB,3/15/2021 9:20:00
1615800000000,#NAME?,FIBAJJEIAHGHGABFAIB,3/15/2021 9:20:00
1615880000000,#NAME?,DBBJEEBHDICADJEHAHD,3/16/2021 7:33:20
1615880000000,#NAME?,DBBJEEBHDICADJEHAHD,3/16/2021 7:33:20
1615840000000,#NAME?,IBDBCJICJECEDDCEFGJ,3/15/2021 20:26:40
1615850000000,#NAME?,IBDBCJICJECEDDCEFGJ,3/15/2021 23:13:20
1615850000000,#NAME?,IBDBCJICJECEDDCEFGJ,3/15/2021 23:13:20
1615860000000,#NAME?,IJBFBBBGFBHBHFGGDDE,3/16/2021 2:00:00
1615860000000,B,IJBFBBBGFBHBHFGGDDE,3/16/2021 2:00:00
1615880000000,#NAME?,BHHGHAJCEDAAECJFBFF,3/16/2021 7:33:20
1615750000000,B,IHJFFJDBDCJBIHFHGFD,3/14/2021 19:26:40
1615740000000,B,JJFFFCCCDJGFBEAEACC,3/14/2021 16:40:00
1615860000000,#NAME?,HCAIBCGECCBGGFAEDHE,3/16/2021 2:00:00
1615860000000,#NAME?,HCAIBCGECCBGGFAEDHE,3/16/2021 2:00:00
1615770000000,#NAME?,DAJBFCABGDHAGGGCABJ,3/15/2021 1:00:00
1615790000000,#NAME?,BDDGAFBEBCJBAJEBIJB,3/15/2021 6:33:20
1615790000000,#NAME?,BDDGAFBEBCJBAJEBIJB,3/15/2021 6:33:20
